 Mortalidade - São Paulo
Óbitos p/Ocorrênc por Município e Local ocorrência
Capítulo CID-10: I.   Algumas doenças infecciosas e parasitárias, III. Doenças sangue órgãos hemat e transt imunitár, IV.  Doenças endócrinas nutricionais e metabólicas, IX.  Doenças do aparelho circulatório, X.   Doenças do aparelho respiratório, XI.  Doenças do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Período:2010-2020
"Município";"Hospital";"Outro estabelecimento de saúde";"Domicílio";"Via pública";"Outros";"Ignorado";"Total"
"355020 SAO MIGUEL ARCANJO";370;79;274;57;51;-;831
"355030 SAO PAULO";488940;6325;81920;11865;13348;253;602651
"355040 SAO PEDRO";347;303;217;94;45;-;1006
"355050 SAO PEDRO DO TURVO";-;13;52;16;12;-;93
"355060 SAO ROQUE";2914;2;768;239;157;4;4084
"355070 SAO SEBASTIAO";1633;534;347;289;161;4;2968
"355080 SAO SEBASTIAO DA GRAMA";287;47;71;11;13;1;430
"355090 SAO SIMAO";409;-;119;52;25;-;605
"355100 SAO VICENTE";8602;1430;2769;463;337;6;13607
"355110 SARAPUI";4;19;68;21;12;-;124
"355120 SARUTAIA";-;2;62;14;4;-;82
"355130 SEBASTIANOPOLIS DO SUL";-;5;38;2;1;-;46
"355140 SERRA AZUL";31;60;92;33;39;3;258
"355150 SERRANA";485;266;243;59;38;-;1091
"355160 SERRA NEGRA";1119;21;225;29;40;-;1434
"355170 SERTAOZINHO";5258;376;806;190;101;2;6733
"355180 SETE BARRAS";114;12;88;44;35;3;296
"355190 SEVERINIA";61;53;144;23;27;-;308
"355200 SILVEIRAS";15;72;48;16;5;2;158
"355210 SOCORRO";1251;2;460;87;43;6;1849
"355220 SOROCABA";29166;2486;4586;1015;847;5;38105
"355230 SUD MENNUCCI";154;-;63;16;16;-;249
"355240 SUMARE";4570;2017;1266;533;179;-;8565
"355250 SUZANO";5717;460;1387;507;310;2;8383
"355255 SUZANAPOLIS";-;3;21;10;4;-;38
"355260 TABAPUA";145;1;113;20;13;-;292
"355270 TABATINGA";274;100;132;30;15;1;552
"355280 TABOAO DA SERRA";8328;1159;2010;373;121;-;11991
"355290 TACIBA";1;3;52;26;3;-;85
"355300 TAGUAI";266;-;82;53;12;-;413
"355310 TAIACU";12;31;56;7;9;-;115
"355320 TAIUVA";46;1;38;9;9;-;103
"355330 TAMBAU";484;81;104;39;35;1;744
"355340 TANABI";519;4;152;50;29;1;755
"355350 TAPIRAI";93;13;53;31;16;1;207
"355360 TAPIRATIBA";351;2;86;19;14;1;473
"355365 TAQUARAL";1;16;30;6;1;-;54
"355370 TAQUARITINGA";2460;197;422;116;94;-;3289
"355380 TAQUARITUBA";735;-;165;107;38;2;1047
"355385 TAQUARIVAI";-;8;36;22;10;-;76
"355390 TARABAI";-;7;60;14;8;-;89
"355395 TARUMA";-;79;90;34;16;-;219
"355400 TATUI";2953;1642;1082;171;159;2;6009
"355410 TAUBATE";9159;4756;1913;525;407;26;16786
"355420 TEJUPA";-;1;39;7;14;-;61
"355430 TEODORO SAMPAIO";494;1;137;50;30;2;714
"355440 TERRA ROXA";114;67;6;10;9;-;206
"355450 TIETE";1080;2;220;87;24;-;1413
"355460 TIMBURI";-;1;37;6;6;-;50
"355465 TORRE DE PEDRA";-;7;57;1;4;-;69
"355470 TORRINHA";202;-;80;28;6;-;316
"355475 TRABIJU";-;1;10;3;-;-;14
"355480 TREMEMBE";51;561;263;103;62;-;1040
"355490 TRES FRONTEIRAS";-;1;42;26;6;-;75
"355495 TUIUTI";-;3;114;20;14;-;151
"355500 TUPA";4314;61;834;127;51;-;5387
"355510 TUPI PAULISTA";601;208;145;32;40;-;1026
"355520 TURIUBA";-;1;18;7;3;-;29
"355530 TURMALINA";-;2;25;8;1;-;36
"355535 UBARANA";-;4;40;31;5;-;80
"355540 UBATUBA";1877;33;392;197;295;11;2805
"355550 UBIRAJARA";1;21;61;6;3;1;93
"355560 UCHOA";40;30;88;43;11;-;212
"355570 UNIAO PAULISTA";-;-;13;-;3;-;16
"355580 URANIA";97;4;95;27;11;-;234
"355590 URU";-;-;16;3;3;-;22
"355600 URUPES";361;19;120;27;26;-;553
"355610 VALENTIM GENTIL";4;52;55;34;13;-;158
"355620 VALINHOS";5259;198;785;155;235;3;6635
"355630 VALPARAISO";388;3;129;46;30;-;596
"355635 VARGEM";-;15;142;50;19;-;226
"355640 VARGEM GRANDE DO SUL";1490;13;231;54;38;-;1826
"355645 VARGEM GRANDE PAULISTA";18;449;215;50;38;1;771
"355650 VARZEA PAULISTA";1305;334;561;109;114;4;2427
"355660 VERA CRUZ";3;36;132;23;16;1;211
"355670 VINHEDO";1574;242;173;58;100;-;2147
"355680 VIRADOURO";167;81;189;35;25;-;497
"355690 VISTA ALEGRE DO ALTO";25;19;50;19;4;-;117
"355695 VITORIA BRASIL";-;1;15;2;3;-;21
"355700 VOTORANTIM";2909;714;473;109;61;1;4267
"355710 VOTUPORANGA";6438;94;685;173;51;-;7441
"355715 ZACARIAS";-;5;27;12;8;-;52
"355720 CHAVANTES";352;-;79;20;31;-;482
"355730 ESTIVA GERBI";1;45;43;12;6;1;108
"Total";1536809;137609;312364;72923;58006;1729;2119440
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
