ano,sigla_uf,id_municipio,populacao
2013,SP,3554409,8969
2014,SP,3554409,9036
2015,SP,3554409,9101
2016,SP,3554409,9164
2017,SP,3554409,9227
2018,SP,3554409,9302
2019,SP,3554409,9370
2020,SP,3554409,9437
2010,SP,3554508,36835
2011,SP,3554508,37229
2012,SP,3554508,37609
2013,SP,3554508,39324
2014,SP,3554508,39765
2015,SP,3554508,40194
2016,SP,3554508,40613
2017,SP,3554508,41022
2018,SP,3554508,41622
2019,SP,3554508,42076
2020,SP,3554508,42517
2010,SP,3554607,2646
2011,SP,3554607,2640
2012,SP,3554607,2634
2013,SP,3554607,2709
2014,SP,3554607,2704
2015,SP,3554607,2699
2016,SP,3554607,2695
2017,SP,3554607,2690
2018,SP,3554607,2663
2019,SP,3554607,2658
2020,SP,3554607,2652
2010,SP,3554656,2254
2011,SP,3554656,2263
2012,SP,3554656,2271
2013,SP,3554656,2354
2014,SP,3554656,2365
2015,SP,3554656,2375
2016,SP,3554656,2385
2017,SP,3554656,2395
2018,SP,3554656,2401
2019,SP,3554656,2412
2020,SP,3554656,2422
2010,SP,3554706,9330
2011,SP,3554706,9368
2012,SP,3554706,9405
2013,SP,3554706,9754
2014,SP,3554706,9801
2015,SP,3554706,9846
2016,SP,3554706,9890
2017,SP,3554706,9934
2018,SP,3554706,9963
2019,SP,3554706,10010
2020,SP,3554706,10056
2010,SP,3554755,1544
2011,SP,3554755,1557
2012,SP,3554755,1569
2013,SP,3554755,1635
2014,SP,3554755,1650
2015,SP,3554755,1664
2016,SP,3554755,1677
2017,SP,3554755,1691
2018,SP,3554755,1709
2019,SP,3554755,1724
2020,SP,3554755,1738
2010,SP,3554805,40984
2011,SP,3554805,41457
2012,SP,3554805,41915
2013,SP,3554805,43871
2014,SP,3554805,44399
2015,SP,3554805,44912
2016,SP,3554805,45414
2017,SP,3554805,45904
2018,SP,3554805,46642
2019,SP,3554805,47185
2020,SP,3554805,47714
2010,SP,3554904,5427
2011,SP,3554904,5448
2012,SP,3554904,5468
2013,SP,3554904,5669
2014,SP,3554904,5694
2015,SP,3554904,5719
2016,SP,3554904,5743
2017,SP,3554904,5767
2018,SP,3554904,5781
2019,SP,3554904,5807
2020,SP,3554904,5832
2010,SP,3554953,5930
2011,SP,3554953,6005
2012,SP,3554953,6078
2013,SP,3554953,6369
2014,SP,3554953,6452
2015,SP,3554953,6533
2016,SP,3554953,6612
2017,SP,3554953,6689
2018,SP,3554953,6808
2019,SP,3554953,6894
2020,SP,3554953,6977
2010,SP,3555000,63476
2011,SP,3555000,63487
2012,SP,3555000,63498
2013,SP,3555000,65540
2014,SP,3555000,65596
2015,SP,3555000,65651
2016,SP,3555000,65705
2017,SP,3555000,65758
2018,SP,3555000,65477
2019,SP,3555000,65524
2020,SP,3555000,65570
2010,SP,3555109,14269
2011,SP,3555109,14345
2012,SP,3555109,14418
2013,SP,3555109,14976
2014,SP,3555109,15066
2015,SP,3555109,15153
2016,SP,3555109,15238
2017,SP,3555109,15321
2018,SP,3555109,15404
2019,SP,3555109,15495
2020,SP,3555109,15583
2010,SP,3555208,1930
2011,SP,3555208,1933
2012,SP,3555208,1936
2013,SP,3555208,2000
2014,SP,3555208,2005
2015,SP,3555208,2009
2016,SP,3555208,2013
2017,SP,3555208,2016
2018,SP,3555208,2012
2019,SP,3555208,2016
2020,SP,3555208,2020
2010,SP,3555307,1978
2011,SP,3555307,1949
2012,SP,3555307,1920
2013,SP,3555307,1942
2014,SP,3555307,1912
2015,SP,3555307,1883
2016,SP,3555307,1854
2017,SP,3555307,1827
2018,SP,3555307,1759
2019,SP,3555307,1727
2020,SP,3555307,1696
2010,SP,3555356,5289
2011,SP,3555356,5372
2012,SP,3555356,5451
2013,SP,3555356,5732
2014,SP,3555356,5822
2015,SP,3555356,5910
2016,SP,3555356,5996
2017,SP,3555356,6080
2018,SP,3555356,6216
2019,SP,3555356,6309
2020,SP,3555356,6400
2010,SP,3555406,78801
2011,SP,3555406,79718
2012,SP,3555406,80604
2013,SP,3555406,84377
2014,SP,3555406,85399
2015,SP,3555406,86392
2016,SP,3555406,87364
2017,SP,3555406,88313
2018,SP,3555406,89747
2019,SP,3555406,90799
2020,SP,3555406,91824
2010,SP,3555505,4427
2011,SP,3555505,4448
2012,SP,3555505,4468
2013,SP,3555505,4637
2014,SP,3555505,4662
2015,SP,3555505,4687
2016,SP,3555505,4711
2017,SP,3555505,4734
2018,SP,3555505,4754
2019,SP,3555505,4780
2020,SP,3555505,4804
2010,SP,3555604,9471
2011,SP,3555604,9505
2012,SP,3555604,9537
2013,SP,3555604,9885
2014,SP,3555604,9927
2015,SP,3555604,9968
2016,SP,3555604,10008
2017,SP,3555604,10047
2018,SP,3555604,10068
2019,SP,3555604,10110
2020,SP,3555604,10151
2010,SP,3555703,1599
2011,SP,3555703,1618
2012,SP,3555703,1636
2013,SP,3555703,1712
2014,SP,3555703,1733
2015,SP,3555703,1754
2016,SP,3555703,1773
2017,SP,3555703,1793
2018,SP,3555703,1823
2019,SP,3555703,1844
2020,SP,3555703,1865
2010,SP,3555802,8836
2011,SP,3555802,8837
2012,SP,3555802,8838
2013,SP,3555802,9121
2014,SP,3555802,9128
2015,SP,3555802,9135
2016,SP,3555802,9141
2017,SP,3555802,9148
2018,SP,3555802,9108
2019,SP,3555802,9114
2020,SP,3555802,9120
2010,SP,3555901,1251
2011,SP,3555901,1240
2012,SP,3555901,1228
2013,SP,3555901,1252
2014,SP,3555901,1240
2015,SP,3555901,1229
2016,SP,3555901,1218
2017,SP,3555901,1207
2018,SP,3555901,1177
2019,SP,3555901,1165
2020,SP,3555901,1153
2010,SP,3556008,12714
2011,SP,3556008,12782
2012,SP,3556008,12848
2013,SP,3556008,13345
2014,SP,3556008,13426
2015,SP,3556008,13504
2016,SP,3556008,13580
2017,SP,3556008,13655
2018,SP,3556008,13727
2019,SP,3556008,13809
2020,SP,3556008,13888
2010,SP,3556107,11036
2011,SP,3556107,11223
2012,SP,3556107,11404
2013,SP,3556107,12012
2014,SP,3556107,12217
2015,SP,3556107,12416
2016,SP,3556107,12610
2017,SP,3556107,12800
2018,SP,3556107,13115
2019,SP,3556107,13326
2020,SP,3556107,13532
2010,SP,3556206,106793
2011,SP,3556206,108622
2012,SP,3556206,110390
2013,SP,3556206,116308
2014,SP,3556206,118312
2015,SP,3556206,120258
2016,SP,3556206,122163
2017,SP,3556206,124024
2018,SP,3556206,127123
2019,SP,3556206,129193
2020,SP,3556206,131210
2010,SP,3556305,22576
2011,SP,3556305,22884
2012,SP,3556305,23181
2013,SP,3556305,24323
2014,SP,3556305,24663
2015,SP,3556305,24993
2016,SP,3556305,25316
2017,SP,3556305,25632
2018,SP,3556305,26130
2019,SP,3556305,26480
2020,SP,3556305,26822
2010,SP,3556354,8801
2011,SP,3556354,8942
2012,SP,3556354,9077
2013,SP,3556354,9550
2014,SP,3556354,9704
2015,SP,3556354,9854
2016,SP,3556354,10000
2017,SP,3556354,10143
2018,SP,3556354,10378
2019,SP,3556354,10537
2020,SP,3556354,10692
2010,SP,3556404,39266
2011,SP,3556404,39494
2012,SP,3556404,39714
2013,SP,3556404,41279
2014,SP,3556404,41547
2015,SP,3556404,41807
2016,SP,3556404,42061
2017,SP,3556404,42310
2018,SP,3556404,42573
2019,SP,3556404,42845
2020,SP,3556404,43110
2010,SP,3556453,42997
2011,SP,3556453,43789
2012,SP,3556453,44555
2013,SP,3556453,47013
2014,SP,3556453,47879
2015,SP,3556453,48720
2016,SP,3556453,49542
2017,SP,3556453,50346
2018,SP,3556453,51702
2019,SP,3556453,52597
2020,SP,3556453,53468
2010,SP,3556503,107089
2011,SP,3556503,108186
2012,SP,3556503,109247
2013,SP,3556503,114170
2014,SP,3556503,115403
2015,SP,3556503,116601
2016,SP,3556503,117772
2017,SP,3556503,118917
2018,SP,3556503,120572
2019,SP,3556503,121838
2020,SP,3556503,123071
2010,SP,3556602,10769
2011,SP,3556602,10745
2012,SP,3556602,10722
2013,SP,3556602,11032
2014,SP,3556602,11014
2015,SP,3556602,10997
2016,SP,3556602,10980
2017,SP,3556602,10963
2018,SP,3556602,10864
2019,SP,3556602,10843
2020,SP,3556602,10823
2010,SP,3556701,63611
2011,SP,3556701,64870
2012,SP,3556701,66087
2013,SP,3556701,69845
2014,SP,3556701,71217
2015,SP,3556701,72550
2016,SP,3556701,73855
2017,SP,3556701,75129
2018,SP,3556701,77308
2019,SP,3556701,78728
2020,SP,3556701,80111
2010,SP,3556800,17297
2011,SP,3556800,17400
2012,SP,3556800,17499
2013,SP,3556800,18191
2014,SP,3556800,18311
2015,SP,3556800,18428
2016,SP,3556800,18542
2017,SP,3556800,18654
2018,SP,3556800,18775
2019,SP,3556800,18898
2020,SP,3556800,19017
2010,SP,3556909,6886
2011,SP,3556909,7050
2012,SP,3556909,7208
2013,SP,3556909,7652
2014,SP,3556909,7830
2015,SP,3556909,8002
2016,SP,3556909,8171
2017,SP,3556909,8335
2018,SP,3556909,8626
2019,SP,3556909,8810
2020,SP,3556909,8989
2010,SP,3556958,1737
2011,SP,3556958,1742
2012,SP,3556958,1747
2013,SP,3556958,1809
2014,SP,3556958,1815
2015,SP,3556958,1821
2016,SP,3556958,1827
2017,SP,3556958,1833
2018,SP,3556958,1834
2019,SP,3556958,1840
2020,SP,3556958,1846
2010,SP,3557006,108809
2011,SP,3557006,109798
2012,SP,3557006,110755
2013,SP,3557006,115585
2014,SP,3557006,116706
2015,SP,3557006,117794
2016,SP,3557006,118858
2017,SP,3557006,119898
2018,SP,3557006,121331
2019,SP,3557006,122480
2020,SP,3557006,123599
2010,SP,3557105,84692
2011,SP,3557105,85387
2012,SP,3557105,86059
2013,SP,3557105,89715
2014,SP,3557105,90508
2015,SP,3557105,91278
2016,SP,3557105,92032
2017,SP,3557105,92768
2018,SP,3557105,93736
2019,SP,3557105,94547
2020,SP,3557105,95338
2010,SP,3557154,2335
2011,SP,3557154,2365
2012,SP,3557154,2394
2013,SP,3557154,2509
2014,SP,3557154,2542
2015,SP,3557154,2574
2016,SP,3557154,2605
2017,SP,3557154,2636
2018,SP,3557154,2684
2019,SP,3557154,2718
2020,SP,3557154,2752
2010,SP,3557204,12114
2011,SP,3557204,12108
2012,SP,3557204,12102
2013,SP,3557204,12480
2014,SP,3557204,12482
2015,SP,3557204,12484
2016,SP,3557204,12486
2017,SP,3557204,12487
2018,SP,3557204,12418
2019,SP,3557204,12418
2020,SP,3557204,12418
2010,SP,3557303,10044
2011,SP,3557303,10136
2012,SP,3557303,10224
2013,SP,3557303,10669
2014,SP,3557303,10772
2015,SP,3557303,10873
2016,SP,3557303,10971
2017,SP,3557303,11067
2018,SP,3557303,11198
2019,SP,3557303,11304
2020,SP,3557303,11407
