 Mortalidade - São Paulo
Óbitos p/Ocorrênc por Município e Local ocorrência
Capítulo CID-10: I.   Algumas doenças infecciosas e parasitárias, III. Doenças sangue órgãos hemat e transt imunitár, IV.  Doenças endócrinas nutricionais e metabólicas, IX.  Doenças do aparelho circulatório, X.   Doenças do aparelho respiratório, XI.  Doenças do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Período:2014
"Município";"Hospital";"Outro estabelecimento de saúde";"Domicílio";"Via pública";"Outros";"Ignorado";"Total"
"350320 ARARAQUARA";850;40;194;48;83;-;1215
"350330 ARARAS";470;2;35;23;1;-;531
"350335 ARCO-IRIS";-;-;2;-;-;-;2
"350340 AREALVA";18;-;9;1;2;-;30
"350350 AREIAS";5;1;12;1;1;-;20
"350360 AREIOPOLIS";2;5;3;1;2;-;13
"350370 ARIRANHA";6;-;6;-;-;-;12
"350380 ARTUR NOGUEIRA";37;2;22;10;2;1;74
"350390 ARUJA";150;14;56;23;8;1;252
"350395 ASPASIA";-;-;4;2;-;-;6
"350400 ASSIS";589;2;22;15;5;-;633
"350410 ATIBAIA";478;-;131;37;35;-;681
"350420 AURIFLAMA";49;-;12;2;4;-;67
"350430 AVAI";-;-;1;1;2;-;4
"350440 AVANHANDAVA";-;1;5;1;-;-;7
"350450 AVARE";205;127;19;18;12;-;381
"350460 BADY BASSITT";-;12;3;-;2;-;17
"350480 BALSAMO";-;5;5;2;-;-;12
"350490 BANANAL";17;4;6;-;-;-;27
"350500 BARAO DE ANTONINA";-;-;1;-;1;1;3
"350510 BARBOSA";-;1;5;2;1;-;9
"350520 BARIRI";170;-;13;2;4;1;190
"350530 BARRA BONITA";209;-;15;2;3;-;229
"350535 BARRA DO CHAPEU";-;-;9;1;1;-;11
"350540 BARRA DO TURVO";1;5;3;13;3;-;25
"350550 BARRETOS";828;2;128;21;9;1;989
"350560 BARRINHA";1;18;8;6;2;-;35
"350570 BARUERI";515;533;96;37;8;-;1189
"350580 BASTOS";20;11;13;1;3;1;49
"350590 BATATAIS";217;21;44;3;11;-;296
"350600 BAURU";1697;156;342;74;43;1;2313
"350610 BEBEDOURO";358;-;36;13;17;-;424
"350630 BERNARDINO DE CAMPOS";41;-;12;4;2;-;59
"350635 BERTIOGA";89;-;27;20;69;-;205
"350640 BILAC";28;-;2;1;1;-;32
"350650 BIRIGUI";274;39;28;16;4;-;361
"350660 BIRITIBA-MIRIM";29;2;9;8;4;1;53
"350670 BOA ESPERANCA DO SUL";18;-;6;4;2;1;31
"350680 BOCAINA";19;-;4;2;-;-;25
"350690 BOFETE";-;11;7;5;1;-;24
"350700 BOITUVA";96;-;43;11;5;-;155
"350710 BOM JESUS DOS PERDOES";3;22;16;5;3;-;49
"350715 BOM SUCESSO DE ITARARE";-;-;5;-;1;-;6
"350730 BORACEIA";-;1;3;1;2;-;7
"350740 BORBOREMA";48;3;21;10;1;-;83
"350745 BOREBI";-;-;2;-;1;-;3
"350750 BOTUCATU";835;-;132;35;60;1;1063
"350760 BRAGANCA PAULISTA";895;1;135;28;34;1;1094
"350770 BRAUNA";-;-;5;4;-;-;9
"350775 BREJO ALEGRE";-;-;5;5;2;-;12
"350780 BRODOWSKI";2;10;16;5;4;-;37
"350790 BROTAS";50;-;9;3;9;-;71
"350800 BURI";-;21;16;3;7;-;47
"350810 BURITAMA";46;-;21;4;3;-;74
"350820 BURITIZAL";-;-;6;1;-;-;7
"350830 CABRALIA PAULISTA";-;-;1;3;-;-;4
"350840 CABREUVA";7;44;30;16;5;-;102
"350850 CACAPAVA";207;-;63;16;5;7;298
"350860 CACHOEIRA PAULISTA";62;-;30;7;13;-;112
"350870 CACONDE";32;-;16;2;5;-;55
"350880 CAFELANDIA";52;-;10;9;-;1;72
"350890 CAIABU";-;-;4;-;-;-;4
"350900 CAIEIRAS";63;163;41;18;11;-;296
"350910 CAIUA";-;-;3;-;-;-;3
"350920 CAJAMAR";126;28;35;22;5;-;216
"350925 CAJATI";35;-;17;18;1;-;71
"350930 CAJOBI";14;-;7;1;-;1;23
"350940 CAJURU";73;2;6;6;-;-;87
"350945 CAMPINA DO MONTE ALEGRE";1;-;5;2;2;-;10
"350950 CAMPINAS";4004;158;848;262;225;-;5497
"350960 CAMPO LIMPO PAULISTA";176;-;50;8;4;-;238
"350970 CAMPOS DO JORDAO";109;45;23;7;13;-;197
"350980 CAMPOS NOVOS PAULISTA";-;-;10;1;-;-;11
"350990 CANANEIA";7;-;7;8;4;-;26
"350995 CANAS";-;-;2;4;-;-;6
"351000 CANDIDO MOTA";96;-;7;3;3;-;109
"351010 CANDIDO RODRIGUES";-;-;3;-;-;-;3
"351015 CANITAR";-;-;2;-;-;-;2
"351020 CAPAO BONITO";186;-;60;20;2;-;268
"351030 CAPELA DO ALTO";2;14;9;5;2;-;32
"351040 CAPIVARI";199;-;28;10;6;-;243
"351050 CARAGUATATUBA";255;103;23;54;15;-;450
"351060 CARAPICUIBA";522;240;231;61;16;1;1071
"351070 CARDOSO";17;-;7;8;6;-;38
"351080 CASA BRANCA";82;28;32;4;4;-;150
"351090 CASSIA DOS COQUEIROS";-;2;5;2;2;-;11
"351100 CASTILHO";20;-;23;4;4;-;51
"351110 CATANDUVA";1038;1;37;32;13;1;1122
"351120 CATIGUA";-;-;12;3;1;-;16
"351130 CEDRAL";1;13;5;3;1;-;23
"351140 CERQUEIRA CESAR";91;-;4;4;-;-;99
"351150 CERQUILHO";76;-;15;5;-;-;96
"351160 CESARIO LANGE";49;-;12;1;1;-;63
"351170 CHARQUEADA";24;-;7;4;3;-;38
"351190 CLEMENTINA";10;-;4;-;-;-;14
"351200 COLINA";14;6;13;5;2;-;40
"351210 COLOMBIA";1;-;-;2;6;-;9
"351220 CONCHAL";43;-;9;6;2;-;60
"351230 CONCHAS";55;-;11;3;3;-;72
"351240 CORDEIROPOLIS";16;-;14;8;-;-;38
"351250 COROADOS";-;-;2;-;-;-;2
"351260 CORONEL MACEDO";-;1;-;8;3;-;12
"351270 CORUMBATAI";-;1;2;3;1;-;7
"351280 COSMOPOLIS";152;-;24;20;5;-;201
"351290 COSMORAMA";-;4;8;7;1;-;20
"351300 COTIA";597;105;126;48;24;-;900
"351310 CRAVINHOS";29;11;14;6;5;-;65
"351320 CRISTAIS PAULISTA";-;1;5;4;2;-;12
"351330 CRUZALIA";-;-;2;1;1;-;4
"351340 CRUZEIRO";302;9;26;6;2;1;346
"351350 CUBATAO";190;140;61;29;11;-;431
"351360 CUNHA";48;-;21;6;4;-;79
"351370 DESCALVADO";78;17;37;4;6;-;142
"351380 DIADEMA";777;201;190;80;27;1;1276
"351385 DIRCE REIS";-;-;2;1;-;-;3
"351390 DIVINOLANDIA";54;-;3;2;1;-;60
"351410 DOIS CORREGOS";86;-;7;18;3;-;114
"351420 DOLCINOPOLIS";-;-;3;-;-;-;3
"351430 DOURADO";9;7;12;1;2;-;31
"351440 DRACENA";276;18;27;3;5;-;329
"351450 DUARTINA";47;-;3;-;3;-;53
"351460 DUMONT";-;2;3;-;1;-;6
"351470 ECHAPORA";1;4;8;3;-;-;16
"351480 ELDORADO";15;-;13;7;2;1;38
"351490 ELIAS FAUSTO";3;1;7;7;-;-;18
"351492 ELISIARIO";-;-;1;-;-;-;1
"351495 EMBAUBA";-;-;1;1;-;-;2
"351500 EMBU DAS ARTES";120;206;150;67;32;-;575
"351510 EMBU-GUACU";1;81;82;21;15;1;201
"351512 EMILIANOPOLIS";-;-;1;-;1;-;2
"351515 ENGENHEIRO COELHO";-;5;9;9;2;-;25
"351518 ESPIRITO SANTO DO PINHAL";150;29;34;6;1;1;221
"351519 ESPIRITO SANTO DO TURVO";-;-;3;1;-;-;4
"351520 ESTRELA D'OESTE";6;-;8;1;1;-;16
"351530 ESTRELA DO NORTE";-;-;1;1;-;-;2
"351535 EUCLIDES DA CUNHA PAULISTA";-;2;6;1;-;-;9
"351540 FARTURA";51;-;19;7;3;-;80
"351550 FERNANDOPOLIS";405;1;44;10;7;-;467
"351560 FERNANDO PRESTES";-;3;8;3;-;-;14
"351565 FERNAO";-;-;2;-;-;-;2
"351570 FERRAZ DE VASCONCELOS";375;1;14;23;3;-;416
"351580 FLORA RICA";-;-;2;-;-;-;2
"351590 FLOREAL";-;-;2;1;-;-;3
"351600 FLORIDA PAULISTA";24;-;4;2;-;-;30
"351610 FLORINIA";-;2;1;2;-;-;5
"351620 FRANCA";1281;54;263;39;28;3;1668
"351630 FRANCISCO MORATO";377;5;85;19;13;-;499
"351640 FRANCO DA ROCHA";274;233;68;40;35;-;650
"351650 GABRIEL MONTEIRO";-;-;1;3;-;-;4
"351660 GALIA";12;-;9;6;-;-;27
"351670 GARCA";111;35;41;4;4;-;195
"351680 GASTAO VIDIGAL";-;-;3;-;-;-;3
"351685 GAVIAO PEIXOTO";-;1;2;1;2;-;6
"351690 GENERAL SALGADO";12;-;12;3;2;-;29
"351700 GETULINA";8;-;1;5;3;-;17
"351710 GLICERIO";-;1;-;1;1;-;3
"351720 GUAICARA";-;-;1;-;1;-;2
"351730 GUAIMBE";2;1;4;5;1;-;13
"351740 GUAIRA";47;28;28;7;8;-;118
"351750 GUAPIACU";-;5;12;2;4;-;23
"351760 GUAPIARA";41;-;14;7;2;-;64
"351770 GUARA";28;-;4;2;2;-;36
"351780 GUARACAI";10;-;4;1;-;-;15
"351790 GUARACI";4;-;11;3;2;-;20
"351800 GUARANI D'OESTE";-;-;1;2;-;-;3
"351810 GUARANTA";-;1;6;2;1;-;10
"351820 GUARARAPES";78;-;20;4;5;-;107
"351830 GUARAREMA";54;1;5;6;7;-;73
"351840 GUARATINGUETA";551;40;64;35;11;-;701
"351850 GUAREI";-;9;11;1;2;-;23
"351860 GUARIBA";83;1;13;6;8;-;111
"351870 GUARUJA";641;346;215;54;49;3;1308
"351880 GUARULHOS";3448;303;746;282;191;-;4970
"351885 GUATAPARA";-;3;4;5;1;-;13
"351890 GUZOLANDIA";-;-;10;1;-;-;11
"351900 HERCULANDIA";15;-;8;1;-;-;24
"351905 HOLAMBRA";-;8;12;1;4;-;25
"351907 HORTOLANDIA";296;44;123;45;31;2;541
"351910 IACANGA";24;-;9;8;5;-;46
"351920 IACRI";4;-;1;1;1;-;7
"351925 IARAS";-;-;4;2;1;-;7
"351930 IBATE";52;-;21;11;4;-;88
"351940 IBIRA";15;-;10;1;3;-;29
"351950 IBIRAREMA";-;2;2;1;1;-;6
"351960 IBITINGA";162;20;37;20;3;-;242
"351970 IBIUNA";138;-;32;24;8;-;202
"351980 ICEM";1;10;5;4;3;1;24
"351990 IEPE";7;-;6;1;2;-;16
"352000 IGARACU DO TIETE";5;-;15;5;2;-;27
"352010 IGARAPAVA";63;-;18;4;3;-;88
"352020 IGARATA";1;3;14;3;4;-;25
"352030 IGUAPE";52;-;26;9;4;-;91
"352040 ILHABELA";61;-;6;2;11;-;80
"352042 ILHA COMPRIDA";-;16;15;9;6;-;46
"352044 ILHA SOLTEIRA";119;-;11;13;3;-;146
"352050 INDAIATUBA";655;37;56;18;20;-;786
"352060 INDIANA";-;-;3;3;-;-;6
"352070 INDIAPORA";13;-;2;1;-;-;16
"352080 INUBIA PAULISTA";-;-;5;-;1;-;6
"352090 IPAUSSU";35;-;17;1;1;-;54
"352100 IPERO";-;26;17;6;4;-;53
"352110 IPEUNA";2;3;6;4;1;-;16
"352115 IPIGUA";-;-;3;-;-;-;3
"352120 IPORANGA";-;2;5;-;4;-;11
"352130 IPUA";20;-;-;2;1;-;23
"352140 IRACEMAPOLIS";4;8;15;5;2;-;34
"352150 IRAPUA";-;4;7;-;1;-;12
"352160 IRAPURU";-;-;6;1;2;-;9
"352170 ITABERA";32;-;22;5;4;-;63
"352180 ITAI";48;-;9;22;4;1;84
"352190 ITAJOBI";24;4;18;4;4;-;54
"352200 ITAJU";-;-;2;3;-;-;5
"352210 ITANHAEM";181;198;120;39;17;-;555
"352215 ITAOCA";-;-;18;2;4;-;24
"352220 ITAPECERICA DA SERRA";546;128;90;53;36;1;854
"352230 ITAPETININGA";548;-;146;23;17;-;734
"352240 ITAPEVA";508;-;63;14;2;-;587
"352250 ITAPEVI";352;197;138;55;16;-;758
"352260 ITAPIRA";281;4;67;14;32;-;398
"352265 ITAPIRAPUA PAULISTA";-;1;2;-;1;-;4
"352270 ITAPOLIS";147;-;35;4;10;-;196
"352280 ITAPORANGA";59;-;1;3;-;-;63
"352290 ITAPUI";20;-;5;4;1;-;30
"352300 ITAPURA";-;-;5;-;-;-;5
"352310 ITAQUAQUECETUBA";694;2;57;72;35;-;860
"352320 ITARARE";138;-;53;29;-;-;220
"352330 ITARIRI";-;9;16;7;4;-;36
"352340 ITATIBA";351;15;77;19;13;-;475
"352350 ITATINGA";22;-;9;3;2;1;37
"352360 ITIRAPINA";11;-;6;9;5;-;31
"352370 ITIRAPUA";-;2;4;3;3;-;12
"352380 ITOBI";-;-;2;-;-;-;2
"352390 ITU";574;29;81;27;14;-;725
"352400 ITUPEVA";84;1;17;14;4;-;120
"352410 ITUVERAVA";209;-;28;13;2;-;252
"352420 JABORANDI";9;-;3;-;-;-;12
"352430 JABOTICABAL";224;51;77;6;6;-;364
"352440 JACAREI";675;2;54;56;26;-;813
"352450 JACI";6;-;2;3;-;-;11
"352460 JACUPIRANGA";14;-;7;7;-;-;28
"352470 JAGUARIUNA";105;-;26;12;3;-;146
"352480 JALES";329;5;34;21;4;-;393
"352490 JAMBEIRO";-;-;2;5;2;-;9
"352500 JANDIRA";97;1;32;12;5;-;147
"352510 JARDINOPOLIS";17;34;15;5;5;-;76
"352520 JARINU";19;8;27;8;11;-;73
"352530 JAU";879;2;21;17;29;-;948
"352540 JERIQUARA";-;-;1;-;1;-;2
"352550 JOANOPOLIS";27;-;5;5;3;-;40
"352570 JOSE BONIFACIO";73;-;17;7;5;-;102
"352580 JULIO MESQUITA";-;-;6;2;-;-;8
"352585 JUMIRIM";-;-;-;3;1;-;4
"352590 JUNDIAI";1928;11;303;83;62;-;2387
"352600 JUNQUEIROPOLIS";92;2;15;4;2;-;115
"352610 JUQUIA";31;-;6;10;-;-;47
"352620 JUQUITIBA";27;13;27;17;20;-;104
"352630 LAGOINHA";-;5;6;-;2;-;13
"352640 LARANJAL PAULISTA";80;-;27;5;2;-;114
"352650 LAVINIA";-;1;4;-;1;-;6
"352660 LAVRINHAS";-;-;4;4;2;-;10
"352670 LEME";274;1;31;18;3;-;327
"352680 LENCOIS PAULISTA";123;2;17;9;6;-;157
"352690 LIMEIRA";1041;4;271;43;32;-;1391
"352700 LINDOIA";-;1;6;1;-;-;8
"352710 LINS";412;-;18;5;7;-;442
"352720 LORENA";420;7;29;19;17;-;492
"352725 LOURDES";-;-;3;-;-;-;3
"352730 LOUVEIRA";59;-;14;10;2;-;85
"352740 LUCELIA";51;-;4;1;1;-;57
"352750 LUCIANOPOLIS";-;-;2;-;-;-;2
"352760 LUIS ANTONIO";-;5;7;2;2;-;16
"352770 LUIZIANIA";6;1;4;-;1;-;12
"352780 LUPERCIO";-;-;2;2;-;-;4
"352790 LUTECIA";-;-;5;-;-;-;5
"352800 MACATUBA";26;-;1;6;-;1;34
"352810 MACAUBAL";7;-;9;2;-;-;18
"352820 MACEDONIA";-;-;4;1;-;-;5
"352830 MAGDA";-;-;3;10;-;-;13
"352840 MAIRINQUE";64;-;40;11;2;-;117
"352850 MAIRIPORA";165;7;48;27;22;2;271
"352860 MANDURI";-;5;5;4;-;-;14
"352870 MARABA PAULISTA";-;1;3;-;1;-;5
"352880 MARACAI";42;-;6;3;1;-;52
"352885 MARAPOAMA";-;-;3;1;2;-;6
"352890 MARIAPOLIS";-;-;1;-;-;-;1
"352900 MARILIA";1251;12;246;36;32;-;1577
"352910 MARINOPOLIS";-;-;1;1;-;-;2
"352920 MARTINOPOLIS";44;1;21;9;6;-;81
"352930 MATAO";294;-;56;14;7;-;371
"352940 MAUA";853;164;284;75;18;-;1394
"352950 MENDONCA";-;1;4;-;1;-;6
"352960 MERIDIANO";-;-;2;1;1;-;4
"352965 MESOPOLIS";-;-;3;-;-;-;3
"352970 MIGUELOPOLIS";36;1;4;7;4;-;52
"352980 MINEIROS DO TIETE";1;4;15;-;5;-;25
"352990 MIRACATU";13;-;9;13;2;-;37
"353000 MIRA ESTRELA";-;-;5;-;2;-;7
"353010 MIRANDOPOLIS";126;-;12;9;4;-;151
"353020 MIRANTE DO PARANAPANEMA";2;9;15;5;1;1;33
"353030 MIRASSOL";45;55;19;11;6;-;136
"353040 MIRASSOLANDIA";-;-;4;-;-;-;4
"353050 MOCOCA";304;42;42;9;7;-;404
"353060 MOGI DAS CRUZES";1683;19;358;99;52;2;2213
"353070 MOGI GUACU";548;7;73;19;6;-;653
"353080 MOGI MIRIM";365;-;64;22;16;-;467
"353090 MOMBUCA";-;-;2;1;2;-;5
"353100 MONCOES";-;-;5;2;-;-;7
"353110 MONGAGUA";19;160;48;15;11;-;253
"353120 MONTE ALEGRE DO SUL";-;-;8;-;-;-;8
"353130 MONTE ALTO";189;11;32;1;5;-;238
"353140 MONTE APRAZIVEL";56;-;11;4;2;-;73
"353150 MONTE AZUL PAULISTA";41;4;16;4;3;-;68
"353160 MONTE CASTELO";-;-;1;2;-;-;3
"353170 MONTEIRO LOBATO";-;2;1;3;-;-;6
"353180 MONTE MOR";56;-;12;15;6;-;89
"353190 MORRO AGUDO";43;-;17;5;1;-;66
"353200 MORUNGABA";21;-;4;3;1;-;29
"353205 MOTUCA";-;-;3;3;-;-;6
"353210 MURUTINGA DO SUL";-;3;9;-;-;-;12
"353215 NANTES";-;-;2;-;1;-;3
"353220 NARANDIBA";-;-;6;1;-;-;7
"353230 NATIVIDADE DA SERRA";-;-;6;3;4;2;15
"353240 NAZARE PAULISTA";29;1;26;17;12;-;85
"353250 NEVES PAULISTA";10;-;9;3;1;-;23
"353260 NHANDEARA";37;1;12;3;1;-;54
"353270 NIPOA";-;-;4;-;-;-;4
"353280 NOVA ALIANCA";-;4;4;2;-;-;10
"353282 NOVA CAMPINA";-;-;9;-;-;-;9
"353284 NOVA CANAA PAULISTA";-;-;1;-;-;-;1
"353286 NOVA CASTILHO";-;-;1;-;-;-;1
"353290 NOVA EUROPA";18;-;6;-;2;-;26
"353300 NOVA GRANADA";16;18;7;2;2;-;45
"353320 NOVA INDEPENDENCIA";-;1;1;-;-;-;2
"353325 NOVAIS";-;-;1;-;-;-;1
"353330 NOVA LUZITANIA";-;1;5;-;-;-;6
"353340 NOVA ODESSA";102;-;28;9;5;1;145
"353350 NOVO HORIZONTE";80;-;27;5;6;-;118
"353360 NUPORANGA";6;1;8;-;4;-;19
"353370 OCAUCU";-;-;3;1;1;-;5
"353380 OLEO";-;-;2;1;1;-;4
"353390 OLIMPIA";199;15;29;26;15;-;284
"353400 ONDA VERDE";-;3;5;7;-;-;15
"353410 ORIENTE";-;2;10;3;2;-;17
"353420 ORINDIUVA";-;1;2;3;-;-;6
"353430 ORLANDIA";152;1;15;5;2;-;175
"353440 OSASCO";1683;491;471;120;55;-;2820
"353450 OSCAR BRESSANE";-;1;5;-;-;-;6
"353460 OSVALDO CRUZ";118;-;8;4;2;1;133
"353470 OURINHOS";529;-;63;7;42;-;641
"353475 OUROESTE";19;-;-;1;3;-;23
"353480 OURO VERDE";-;-;4;-;1;-;5
"353490 PACAEMBU";16;-;5;4;2;-;27
"353500 PALESTINA";1;8;8;1;1;-;19
"353510 PALMARES PAULISTA";1;-;6;3;1;-;11
"353520 PALMEIRA D'OESTE";12;-;3;3;2;-;20
"353530 PALMITAL";71;-;7;2;1;-;81
"353540 PANORAMA";13;6;9;1;4;-;33
"353550 PARAGUACU PAULISTA";183;1;56;9;2;1;252
"353560 PARAIBUNA";9;5;5;8;3;-;30
"353570 PARAISO";-;2;5;-;-;-;7
"353580 PARANAPANEMA";38;1;5;3;3;-;50
"353590 PARANAPUA";-;-;5;1;-;-;6
"353600 PARAPUA";26;-;10;9;1;-;46
"353610 PARDINHO";3;3;3;3;-;-;12
"353620 PARIQUERA-ACU";485;-;9;6;-;-;500
"353625 PARISI";-;-;2;2;1;-;5
"353630 PATROCINIO PAULISTA";33;-;4;3;-;-;40
"353640 PAULICEIA";-;-;3;-;3;-;6
"353650 PAULINIA";172;-;22;19;6;-;219
"353657 PAULISTANIA";-;-;1;2;-;-;3
"353660 PAULO DE FARIA";14;-;5;2;-;-;21
"353670 PEDERNEIRAS";82;4;22;16;2;-;126
"353680 PEDRA BELA";-;-;13;2;-;-;15
"353690 PEDRANOPOLIS";-;-;1;-;1;-;2
"353700 PEDREGULHO";27;-;2;8;4;-;41
"353710 PEDREIRA";97;-;30;6;3;-;136
"353715 PEDRINHAS PAULISTA";-;1;1;-;-;-;2
"353720 PEDRO DE TOLEDO";1;8;4;5;2;-;20
"353730 PENAPOLIS";232;56;41;12;4;2;347
"353740 PEREIRA BARRETO";57;-;37;8;9;-;111
"353750 PEREIRAS";2;6;7;1;1;-;17
"353760 PERUIBE";60;146;96;17;19;-;338
"353770 PIACATU";-;-;6;2;-;-;8
"353780 PIEDADE";169;-;62;14;8;-;253
"353790 PILAR DO SUL";64;-;11;8;4;-;87
"353800 PINDAMONHANGABA";362;124;104;55;11;7;663
"353810 PINDORAMA";-;7;7;2;3;-;19
"353820 PINHALZINHO";-;8;22;6;2;-;38
"353830 PIQUEROBI";-;-;4;-;-;-;4
"353850 PIQUETE";6;-;16;7;4;-;33
"353860 PIRACAIA";46;1;23;8;8;-;86
"353870 PIRACICABA";1443;121;86;73;12;-;1735
"353880 PIRAJU";140;-;31;7;8;-;186
"353890 PIRAJUI";86;1;10;4;4;-;105
"353900 PIRANGI";3;6;6;5;1;-;21
"353910 PIRAPORA DO BOM JESUS";-;19;11;6;1;-;37
"353920 PIRAPOZINHO";2;15;22;12;4;-;55
"353930 PIRASSUNUNGA";293;1;43;8;9;-;354
"353940 PIRATININGA";17;16;4;3;-;-;40
"353950 PITANGUEIRAS";58;1;28;8;5;-;100
"353960 PLANALTO";-;1;-;5;-;-;6
"353970 PLATINA";-;-;2;-;-;-;2
"353980 POA";187;4;22;13;9;-;235
"353990 POLONI";-;-;5;3;-;-;8
"354000 POMPEIA";53;-;12;4;-;-;69
"354010 PONGAI";-;-;3;1;-;-;4
"354020 PONTAL";52;-;16;7;4;-;79
"354025 PONTALINDA";-;1;3;-;-;-;4
"354030 PONTES GESTAL";-;1;-;-;-;-;1
"354040 POPULINA";12;-;4;-;1;-;17
"354050 PORANGABA";-;9;9;16;-;-;34
"354060 PORTO FELIZ";112;1;36;9;11;1;170
"354070 PORTO FERREIRA";152;3;20;11;7;-;193
"354075 POTIM";-;3;15;7;-;-;25
"354080 POTIRENDABA";21;-;13;2;-;-;36
"354090 PRADOPOLIS";-;8;6;4;6;-;24
"354100 PRAIA GRANDE";487;690;261;57;32;1;1528
"354105 PRATANIA";-;1;4;-;4;-;9
"354120 PRESIDENTE BERNARDES";21;-;2;2;3;-;28
"354130 PRESIDENTE EPITACIO";123;-;28;5;7;-;163
"354140 PRESIDENTE PRUDENTE";1740;4;95;11;22;1;1873
"354150 PRESIDENTE VENCESLAU";129;-;22;4;8;-;163
"354160 PROMISSAO";141;1;5;17;1;-;165
"354165 QUADRA";-;-;3;-;-;-;3
"354170 QUATA";-;1;3;2;-;-;6
"354180 QUEIROZ";-;-;2;1;2;-;5
"354190 QUELUZ";13;-;6;1;1;-;21
"354200 QUINTANA";-;-;7;6;-;-;13
"354210 RAFARD";-;-;-;3;2;-;5
"354220 RANCHARIA";165;-;10;12;6;-;193
"354230 REDENCAO DA SERRA";-;1;7;1;1;-;10
"354240 REGENTE FEIJO";13;1;18;1;1;1;35
"354250 REGINOPOLIS";-;1;4;2;-;-;7
"354260 REGISTRO";150;20;31;19;8;-;228
"354270 RESTINGA";-;-;2;-;2;1;5
"354280 RIBEIRA";-;1;8;1;1;-;11
"354290 RIBEIRAO BONITO";17;5;13;3;2;-;40
"354300 RIBEIRAO BRANCO";28;-;19;5;-;-;52
"354310 RIBEIRAO CORRENTE";-;2;2;-;3;-;7
"354320 RIBEIRAO DO SUL";-;2;3;2;-;-;7
"354323 RIBEIRAO DOS INDIOS";-;-;2;-;-;-;2
"354325 RIBEIRAO GRANDE";-;-;6;1;-;-;7
"354330 RIBEIRAO PIRES";190;94;106;44;22;-;456
"354340 RIBEIRAO PRETO";2780;277;394;99;71;1;3622
"354350 RIVERSUL";-;7;8;3;-;-;18
"354360 RIFAINA";1;3;1;-;4;-;9
"354370 RINCAO";-;5;8;1;3;-;17
"354380 RINOPOLIS";21;-;13;1;-;-;35
"354390 RIO CLARO";547;257;190;35;27;-;1056
"354400 RIO DAS PEDRAS";38;7;6;12;-;-;63
"354410 RIO GRANDE DA SERRA";4;31;27;4;6;-;72
"354420 RIOLANDIA";9;-;11;-;2;-;22
"354425 ROSANA";73;-;5;6;5;-;89
"354430 ROSEIRA";2;2;10;3;-;-;17
"354440 RUBIACEA";-;-;5;1;-;-;6
"354450 RUBINEIA";-;-;4;2;3;-;9
"354460 SABINO";-;-;11;3;1;-;15
"354470 SAGRES";-;-;3;-;-;-;3
"354480 SALES";-;2;10;1;3;-;16
"354490 SALES OLIVEIRA";13;1;6;7;2;-;29
"354500 SALESOPOLIS";18;-;9;6;1;-;34
