 Mortalidade - São Paulo
Óbitos p/Ocorrênc por Município e Local ocorrência
Capítulo CID-10: I.   Algumas doenças infecciosas e parasitárias, III. Doenças sangue órgãos hemat e transt imunitár, IV.  Doenças endócrinas nutricionais e metabólicas, IX.  Doenças do aparelho circulatório, X.   Doenças do aparelho respiratório, XI.  Doenças do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Período:2015
"Município";"Hospital";"Outro estabelecimento de saúde";"Domicílio";"Via pública";"Outros";"Ignorado";"Total"
"350920 CAJAMAR";140;15;32;14;13;-;214
"350925 CAJATI";38;-;10;4;-;-;52
"350930 CAJOBI";16;-;8;1;-;-;25
"350940 CAJURU";67;4;10;1;1;-;83
"350945 CAMPINA DO MONTE ALEGRE";-;1;2;-;1;-;4
"350950 CAMPINAS";4056;146;895;224;182;-;5503
"350960 CAMPO LIMPO PAULISTA";138;-;53;10;6;-;207
"350970 CAMPOS DO JORDAO";108;60;11;5;17;1;202
"350980 CAMPOS NOVOS PAULISTA";-;-;5;2;-;-;7
"350990 CANANEIA";8;1;7;4;1;-;21
"350995 CANAS";-;-;3;2;-;-;5
"351000 CANDIDO MOTA";68;-;7;2;-;-;77
"351010 CANDIDO RODRIGUES";-;-;4;-;-;-;4
"351015 CANITAR";-;-;1;3;2;-;6
"351020 CAPAO BONITO";174;-;34;13;8;-;229
"351030 CAPELA DO ALTO";2;18;8;4;3;-;35
"351040 CAPIVARI";169;-;18;5;5;-;197
"351050 CARAGUATATUBA";289;64;43;33;17;1;447
"351060 CARAPICUIBA";502;256;208;48;21;-;1035
"351070 CARDOSO";13;-;4;2;1;-;20
"351080 CASA BRANCA";94;33;23;9;4;-;163
"351090 CASSIA DOS COQUEIROS";-;5;2;1;3;-;11
"351100 CASTILHO";27;-;22;2;5;-;56
"351110 CATANDUVA";1111;4;42;35;10;-;1202
"351120 CATIGUA";-;-;4;1;1;-;6
"351130 CEDRAL";-;8;4;2;1;-;15
"351140 CERQUEIRA CESAR";66;-;1;4;2;-;73
"351150 CERQUILHO";83;-;24;6;1;-;114
"351160 CESARIO LANGE";50;-;10;4;-;-;64
"351170 CHARQUEADA";17;-;10;2;3;-;32
"351190 CLEMENTINA";10;-;5;1;2;-;18
"351200 COLINA";20;4;20;3;2;-;49
"351210 COLOMBIA";9;-;6;3;1;-;19
"351220 CONCHAL";41;-;11;3;2;-;57
"351230 CONCHAS";47;-;22;7;2;-;78
"351240 CORDEIROPOLIS";28;1;15;4;2;-;50
"351250 COROADOS";-;-;4;4;-;-;8
"351260 CORONEL MACEDO";-;1;1;2;-;-;4
"351270 CORUMBATAI";-;1;1;2;1;-;5
"351280 COSMOPOLIS";115;-;25;16;10;-;166
"351290 COSMORAMA";-;2;4;3;2;-;11
"351300 COTIA";662;128;129;25;20;-;964
"351310 CRAVINHOS";18;6;16;7;-;-;47
"351320 CRISTAIS PAULISTA";-;1;4;1;2;-;8
"351330 CRUZALIA";-;1;3;1;-;-;5
"351340 CRUZEIRO";314;1;26;9;5;1;356
"351350 CUBATAO";172;121;81;31;9;-;414
"351360 CUNHA";60;-;21;4;4;-;89
"351370 DESCALVADO";66;19;33;5;3;-;126
"351380 DIADEMA";764;191;209;60;28;-;1252
"351385 DIRCE REIS";-;-;7;-;-;-;7
"351390 DIVINOLANDIA";68;-;6;3;1;-;78
"351400 DOBRADA";-;-;2;4;-;-;6
"351410 DOIS CORREGOS";80;-;4;3;8;-;95
"351420 DOLCINOPOLIS";-;-;1;-;-;-;1
"351430 DOURADO";17;2;5;-;-;-;24
"351440 DRACENA";294;19;30;11;18;-;372
"351450 DUARTINA";43;-;4;2;-;-;49
"351460 DUMONT";-;7;4;4;2;-;17
"351470 ECHAPORA";-;2;17;6;-;-;25
"351480 ELDORADO";9;-;11;5;2;-;27
"351490 ELIAS FAUSTO";2;2;8;5;3;-;20
"351492 ELISIARIO";-;-;1;3;-;-;4
"351500 EMBU DAS ARTES";123;210;140;51;33;-;557
"351510 EMBU-GUACU";1;94;92;18;21;-;226
"351512 EMILIANOPOLIS";-;-;1;-;-;-;1
"351515 ENGENHEIRO COELHO";2;2;11;10;1;-;26
"351518 ESPIRITO SANTO DO PINHAL";150;35;29;6;5;1;226
"351519 ESPIRITO SANTO DO TURVO";-;-;1;-;-;-;1
"351520 ESTRELA D'OESTE";4;-;12;1;1;-;18
"351530 ESTRELA DO NORTE";-;-;1;1;-;-;2
"351535 EUCLIDES DA CUNHA PAULISTA";1;1;2;3;-;-;7
"351540 FARTURA";34;-;11;4;2;-;51
"351550 FERNANDOPOLIS";413;-;42;16;10;-;481
"351560 FERNANDO PRESTES";-;1;7;2;-;-;10
"351570 FERRAZ DE VASCONCELOS";451;-;20;23;10;-;504
"351580 FLORA RICA";-;-;3;-;-;-;3
"351590 FLOREAL";-;-;1;-;-;-;1
"351600 FLORIDA PAULISTA";15;-;2;4;1;-;22
"351610 FLORINIA";-;2;-;-;1;-;3
"351620 FRANCA";1259;55;296;35;40;2;1687
"351630 FRANCISCO MORATO";399;2;94;15;16;-;526
"351640 FRANCO DA ROCHA";345;209;92;33;25;-;704
"351650 GABRIEL MONTEIRO";-;-;1;1;-;-;2
"351660 GALIA";11;-;12;-;-;-;23
"351670 GARCA";124;60;58;5;7;-;254
"351680 GASTAO VIDIGAL";-;-;9;-;-;-;9
"351685 GAVIAO PEIXOTO";-;4;2;-;-;-;6
"351690 GENERAL SALGADO";13;-;15;3;2;-;33
"351700 GETULINA";11;-;8;4;3;-;26
"351710 GLICERIO";-;-;1;1;1;-;3
