ano,id_municipio_7digitos,pib
2011,3510807,493623574
2012,3510807,483338464
2013,3510807,509276027
2014,3510807,587675296
2015,3510807,620802568
2016,3510807,835769543
2017,3510807,818977855
2018,3510807,823674692
2019,3510807,909631102
2010,3510906,59546006
2011,3510906,65697304
2012,3510906,79930825
2013,3510906,85004661
2014,3510906,96193290
2015,3510906,108106313
2016,3510906,142412113
2017,3510906,140370016
2018,3510906,148867785
2019,3510906,177929741
2010,3511003,327576875
2011,3511003,395714042
2012,3511003,424375504
2013,3511003,432233854
2014,3511003,516457421
2015,3511003,533039822
2016,3511003,940448058
2017,3511003,1101750300
2018,3511003,628600529
2019,3511003,699167921
2010,3511102,2444101987
2011,3511102,2873464265
2012,3511102,3148658893
2013,3511102,3406023803
2014,3511102,3512873587
2015,3511102,3651935674
2016,3511102,3883564781
2017,3511102,3948931938
2018,3511102,4194723119
2019,3511102,4339527804
2010,3511201,86156190
2011,3511201,85578176
2012,3511201,97587704
2013,3511201,108676293
2014,3511201,107402429
2015,3511201,104916299
2016,3511201,105342987
2017,3511201,118307440
2018,3511201,116852883
2019,3511201,132090071
2010,3511300,137459504
2011,3511300,168750295
2012,3511300,187653494
2013,3511300,238944153
2014,3511300,253650227
2015,3511300,270684721
2016,3511300,295688818
2017,3511300,326780936
2018,3511300,311160534
2019,3511300,370825969
2010,3511409,319998267
2011,3511409,348424413
2012,3511409,418160006
2013,3511409,478802443
2014,3511409,504516632
2015,3511409,556571932
2016,3511409,685860979
2017,3511409,748014623
2018,3511409,604858021
2019,3511409,741919391
2010,3511508,1166025306
2011,3511508,1350183451
2012,3511508,1397960029
2013,3511508,1451933509
2014,3511508,1577699880
2015,3511508,1566799640
2016,3511508,1757064739
2017,3511508,1780603494
2018,3511508,1828780906
2019,3511508,1932314269
2010,3511607,209827256
2011,3511607,228531734
2012,3511607,246298213
2013,3511607,273220147
2014,3511607,312418019
2015,3511607,336382114
2016,3511607,388589186
2017,3511607,417082471
2018,3511607,432189204
2019,3511607,463296249
2010,3511706,275341142
2011,3511706,285372986
2012,3511706,238245592
2013,3511706,243238928
2014,3511706,255422904
2015,3511706,255590365
2016,3511706,335560745
2017,3511706,358821816
2018,3511706,314046506
2019,3511706,329743568
2010,3511904,177493460
2011,3511904,169835227
2012,3511904,85099587
2013,3511904,160994406
2014,3511904,186619400
2015,3511904,188746820
2016,3511904,249797931
2017,3511904,265263471
2018,3511904,169083505
2019,3511904,158272811
2010,3512001,516279578
2011,3512001,571507959
2012,3512001,637479174
2013,3512001,635039368
2014,3512001,983855701
2015,3512001,1021339735
2016,3512001,928993585
2017,3512001,953349248
2018,3512001,1107790039
2019,3512001,964344483
2010,3512100,224170599
2011,3512100,210221868
2012,3512100,216595104
2013,3512100,224285665
2014,3512100,247978103
2015,3512100,242260395
2016,3512100,347115872
2017,3512100,378778719
2018,3512100,284072469
2019,3512100,275947558
2010,3512209,341423603
2011,3512209,368773151
2012,3512209,422738375
2013,3512209,490732663
2014,3512209,543272961
2015,3512209,600407384
2016,3512209,625984690
2017,3512209,654583419
2018,3512209,689809938
2019,3512209,713511820
2010,3512308,212218910
2011,3512308,226905961
2012,3512308,253746993
2013,3512308,281018564
2014,3512308,291432656
2015,3512308,305365918
2016,3512308,318352812
2017,3512308,331221598
2018,3512308,352472398
2019,3512308,380831866
2010,3512407,1227207902
2011,3512407,1391566894
2012,3512407,1540029473
2013,3512407,1602430728
2014,3512407,2271882828
2015,3512407,2125012476
2016,3512407,2376175904
2017,3512407,2627199076
2018,3512407,2820934713
2019,3512407,3115925292
2010,3512506,92245814
2011,3512506,100508281
2012,3512506,98968595
2013,3512506,107194769
2014,3512506,121998268
2015,3512506,110887049
2016,3512506,149376014
2017,3512506,163750500
2018,3512506,164960143
2019,3512506,165007537
2010,3512605,38423827
2011,3512605,47064495
2012,3512605,55695937
2013,3512605,56071019
2014,3512605,61538500
2015,3512605,64727283
2016,3512605,80845438
2017,3512605,80956978
2018,3512605,75706235
2019,3512605,86897010
2010,3512704,76039797
2011,3512704,78975466
2012,3512704,83597272
2013,3512704,99594249
2014,3512704,152198068
2015,3512704,157231155
2016,3512704,196422090
2017,3512704,206311901
2018,3512704,243568730
2019,3512704,233956938
2010,3512803,859253372
2011,3512803,939345472
2012,3512803,1019715928
2013,3512803,1156949002
2014,3512803,1313354602
2015,3512803,1269857194
2016,3512803,1582157466
2017,3512803,1545884386
2018,3512803,1584927145
2019,3512803,1732688076
2010,3512902,194768668
2011,3512902,224219441
2012,3512902,213789999
2013,3512902,228680541
2014,3512902,240956004
2015,3512902,217586261
2016,3512902,205794197
2017,3512902,268744639
2018,3512902,333526162
2019,3512902,344309602
2010,3513009,6796203027
2011,3513009,7971331560
2012,3513009,8639952218
2013,3513009,9534415655
2014,3513009,10531866305
2015,3513009,10653811937
2016,3513009,10946113976
2017,3513009,11654510166
2018,3513009,12531255597
2019,3513009,13365734114
2010,3513108,627725497
2011,3513108,712675135
2012,3513108,785898343
2013,3513108,942271192
2014,3513108,972834802
2015,3513108,969739501
2016,3513108,1024957301
2017,3513108,1040650918
2018,3513108,1191027689
2019,3513108,1229659564
2010,3513207,121993531
2011,3513207,102808475
2012,3513207,162804857
2013,3513207,134170651
2014,3513207,134335403
2015,3513207,140943801
2016,3513207,187427445
2017,3513207,199221060
2018,3513207,186245647
2019,3513207,200466425
2010,3513306,33624486
2011,3513306,42779080
2012,3513306,48931770
2013,3513306,55575649
2014,3513306,70494651
2015,3513306,71267045
2016,3513306,121303758
2017,3513306,92617360
2018,3513306,102880223
2019,3513306,103804532
2010,3513405,1450013251
2011,3513405,1646677771
2012,3513405,1546554992
2013,3513405,1964348797
2014,3513405,2131248151
2015,3513405,1932307445
2016,3513405,2045233731
2017,3513405,2115558278
2018,3513405,2428456803
2019,3513405,2380398715
2010,3513504,9466000497
2011,3513504,7344608835
2012,3513504,5994536597
2013,3513504,6358639368
2014,3513504,9452773155
2015,3513504,14703079153
2016,3513504,13300613797
2017,3513504,11679715001
2018,3513504,13178237302
2019,3513504,15046346604
2010,3513603,112225347
2011,3513603,121311533
2012,3513603,139957108
2013,3513603,168147350
2014,3513603,180436391
2015,3513603,197294808
2016,3513603,222713327
2017,3513603,244746928
2018,3513603,255230552
2019,3513603,264898264
2010,3513702,737342110
2011,3513702,893603402
2012,3513702,937410932
2013,3513702,1041484578
2014,3513702,1138963581
2015,3513702,1211966263
2016,3513702,1533774225
2017,3513702,1621672545
2018,3513702,1582566451
2019,3513702,1560978682
2010,3513801,10699784003
2011,3513801,11663273912
2012,3513801,11998286445
2013,3513801,13241472220
2014,3513801,14048338789
2015,3513801,13679518487
2016,3513801,13419389964
2017,3513801,13715207877
2018,3513801,14672839839
2019,3513801,15301322317
2010,3513850,28893461
2011,3513850,31299422
2012,3513850,34639280
2013,3513850,42945615
2014,3513850,44471425
2015,3513850,45869230
2016,3513850,54597550
2017,3513850,65443241
2018,3513850,43380021
2019,3513850,45208502
2010,3513900,110885127
2011,3513900,124798699
2012,3513900,183613872
2013,3513900,203962351
2014,3513900,252480859
2015,3513900,258009795
2016,3513900,270671436
2017,3513900,299207596
2018,3513900,279564292
2019,3513900,310292718
2010,3514007,58569743
2011,3514007,64358875
2012,3514007,64937200
2013,3514007,82621210
2014,3514007,77901571
2015,3514007,88362907
2016,3514007,111380902
2017,3514007,120754798
2018,3514007,110008943
2019,3514007,111751057
2010,3514106,402239878
2011,3514106,513063500
2012,3514106,537004011
2013,3514106,526725734
2014,3514106,576799852
2015,3514106,618760372
2016,3514106,651326824
2017,3514106,694190607
2018,3514106,646810999
2019,3514106,675427519
2010,3514205,22752858
2011,3514205,25122728
2012,3514205,28391741
2013,3514205,31819806
2014,3514205,31727794
2015,3514205,33745107
2016,3514205,44536482
2017,3514205,45074573
2018,3514205,46267040
2019,3514205,47345800
2010,3514304,126039214
2011,3514304,199824870
2012,3514304,225052864
2013,3514304,291036162
2014,3514304,614296314
2015,3514304,642217038
2016,3514304,471683847
2017,3514304,622089485
2018,3514304,522469980
2019,3514304,505284843
2010,3514403,699888953
2011,3514403,790782007
2012,3514403,865105391
2013,3514403,1024226320
2014,3514403,1024289238
2015,3514403,1072620267
2016,3514403,1127243157
2017,3514403,1174513859
2018,3514403,1198758628
2019,3514403,1290236649
2010,3514502,123496969
2011,3514502,142569197
2012,3514502,156798580
2013,3514502,183878259
2014,3514502,198604492
2015,3514502,197160998
2016,3514502,216331030
2017,3514502,252930895
2018,3514502,233114407
2019,3514502,237597291
2010,3514601,101212648
2011,3514601,119631234
2012,3514601,145049173
2013,3514601,158276300
2014,3514601,170423839
2015,3514601,184153994
2016,3514601,284758535
2017,3514601,241739509
2018,3514601,228947094
2019,3514601,194798031
2010,3514700,78394946
2011,3514700,92390199
2012,3514700,94301990
2013,3514700,113202744
2014,3514700,106813701
2015,3514700,113636943
2016,3514700,126283831
2017,3514700,131688262
2018,3514700,125256191
2019,3514700,123647018
2010,3514809,192594347
2011,3514809,175215884
2012,3514809,213927803
2013,3514809,173509419
2014,3514809,194640904
2015,3514809,186857511
2016,3514809,230886011
2017,3514809,362126218
2018,3514809,319753906
2019,3514809,306269784
2010,3514908,427351356
2011,3514908,429930512
2012,3514908,426684376
2013,3514908,474895632
2014,3514908,528176722
2015,3514908,551751705
2016,3514908,611424109
2017,3514908,679146590
2018,3514908,703132399
2019,3514908,719822256
2010,3514924,40937843
2011,3514924,42685291
2012,3514924,50655662
2013,3514924,55208652
2014,3514924,49764569
2015,3514924,56029093
2016,3514924,66174816
2017,3514924,68565820
2018,3514924,63638597
2019,3514924,65099689
2010,3514957,33342997
2011,3514957,36101334
2012,3514957,33465301
2013,3514957,42052924
2014,3514957,46843354
2015,3514957,44519895
2016,3514957,48693247
2017,3514957,55022791
2018,3514957,51496275
2019,3514957,53730179
2010,3515004,4373421465
2011,3515004,5177290230
2012,3515004,5940470234
2013,3515004,7150070543
2014,3515004,8709054536
2015,3515004,9428833870
2016,3515004,9547646535
2017,3515004,11771684602
2018,3515004,13246380765
2019,3515004,14726180587
2010,3515103,630976633
2011,3515103,708946836
2012,3515103,763569165
2013,3515103,872787233
2014,3515103,946997331
2015,3515103,1024925927
2016,3515103,1009720908
2017,3515103,1025718480
2018,3515103,1097316380
2019,3515103,1210919900
2010,3515129,36963475
2011,3515129,38275764
2012,3515129,41731736
2013,3515129,42610789
2014,3515129,47075489
2015,3515129,49797574
2016,3515129,58763667
2017,3515129,62546728
2018,3515129,60778325
2019,3515129,61192241
2010,3515152,283626973
2011,3515152,338914217
2012,3515152,361187939
2013,3515152,349907014
2014,3515152,378840634
2015,3515152,373458430
2016,3515152,453854476
2017,3515152,591937828
2018,3515152,661705358
2019,3515152,531112578
2010,3515186,824248136
2011,3515186,927012432
2012,3515186,1099923323
2013,3515186,1148176531
2014,3515186,1234212281
2015,3515186,1261358538
2016,3515186,1350965855
2017,3515186,1329044872
2018,3515186,1431220833
2019,3515186,1532034826
2010,3515194,76278092
2011,3515194,68350512
2012,3515194,70698223
2013,3515194,83670717
2014,3515194,96018349
2015,3515194,58411380
2016,3515194,71133126
2017,3515194,73711694
2018,3515194,78580643
2019,3515194,73868167
2010,3515202,264737274
2011,3515202,262080842
2012,3515202,364296294
2013,3515202,422434802
2014,3515202,460731142
2015,3515202,492256621
2016,3515202,496674291
2017,3515202,868330051
2018,3515202,625970676
2019,3515202,409252057
2010,3515301,36679605
2011,3515301,40777760
2012,3515301,42301150
2013,3515301,50542856
2014,3515301,52260682
2015,3515301,50991835
2016,3515301,76365129
2017,3515301,64942285
2018,3515301,50562129
2019,3515301,50637534
2010,3515350,55943958
2011,3515350,65431766
2012,3515350,76326244
2013,3515350,96663042
2014,3515350,104047749
2015,3515350,110015169
2016,3515350,106605823
2017,3515350,112911598
2018,3515350,159118994
2019,3515350,135895289
2010,3515400,162522009
2011,3515400,186475934
2012,3515400,225347837
2013,3515400,258501073
2014,3515400,332671514
2015,3515400,319802274
2016,3515400,345994913
2017,3515400,380990602
2018,3515400,364397348
2019,3515400,376113670
2010,3515509,1069480749
2011,3515509,1197921555
2012,3515509,1369314293
2013,3515509,1588190865
2014,3515509,1656838670
2015,3515509,1842794335
2016,3515509,1782979185
2017,3515509,1912673531
2018,3515509,2001938537
2019,3515509,2200769803
2010,3515608,86619158
2011,3515608,105062580
2012,3515608,113329060
2013,3515608,133167147
2014,3515608,129336170
2015,3515608,131932668
2016,3515608,168487014
2017,3515608,200350868
2018,3515608,185195553
2019,3515608,195650122
2010,3515657,23330130
2011,3515657,24859798
2012,3515657,26509953
2013,3515657,35229604
2014,3515657,46255751
2015,3515657,47574503
2016,3515657,48229201
2017,3515657,48348465
2018,3515657,49956354
2019,3515657,65259602
2010,3515707,2133262675
2011,3515707,2353543370
2012,3515707,2474715006
2013,3515707,2572171665
2014,3515707,2752940297
2015,3515707,2782829722
2016,3515707,2802621791
2017,3515707,2958651172
2018,3515707,3105523920
2019,3515707,3247303732
2010,3515806,21530903
2011,3515806,21603995
2012,3515806,28507447
2013,3515806,35153040
2014,3515806,31397191
2015,3515806,32265656
2016,3515806,36090010
2017,3515806,39445793
2018,3515806,37956994
2019,3515806,35390753
2010,3515905,40867813
2011,3515905,53162713
2012,3515905,51000190
2013,3515905,55024845
2014,3515905,63872026
2015,3515905,50574084
2016,3515905,54287400
2017,3515905,60466649
2018,3515905,63906640
2019,3515905,64800979
2010,3516002,143193518
2011,3516002,144633402
2012,3516002,165942508
2013,3516002,182968234
2014,3516002,185964218
2015,3516002,179997768
2016,3516002,185750559
2017,3516002,196128604
2018,3516002,197081444
2019,3516002,205103618
2010,3516101,60936767
2011,3516101,76326524
2012,3516101,76388570
2013,3516101,82634639
2014,3516101,109819179
2015,3516101,114494657
2016,3516101,207279344
2017,3516101,118767813
2018,3516101,134197884
2019,3516101,140939636
2010,3516200,5056918275
2011,3516200,5893434400
2012,3516200,6650296994
2013,3516200,7400740917
2014,3516200,8075255704
2015,3516200,9260257147
2016,3516200,8903408171
2017,3516200,9348512720
2018,3516200,9992413491
2019,3516200,10167368634
2010,3516309,883621191
2011,3516309,1009860978
2012,3516309,1081424693
2013,3516309,1239002348
2014,3516309,1244747766
2015,3516309,1339560118
2016,3516309,1370268282
2017,3516309,1462582081
2018,3516309,1517227453
2019,3516309,1588673190
2010,3516408,1613872765
2011,3516408,1790985486
2012,3516408,1946857696
2013,3516408,2325813273
2014,3516408,2542100304
2015,3516408,2462290126
2016,3516408,2855398018
2017,3516408,2925145270
2018,3516408,2995818532
2019,3516408,3312687307
2010,3516507,38180927
2011,3516507,51766296
2012,3516507,42280610
2013,3516507,44562251
2014,3516507,61037889
2015,3516507,51432898
2016,3516507,76982220
2017,3516507,70521849
2018,3516507,72208549
2019,3516507,76231697
2010,3516606,80638728
2011,3516606,82281139
2012,3516606,96104625
2013,3516606,98543876
2014,3516606,104903487
2015,3516606,103555447
2016,3516606,126134895
2017,3516606,138560349
2018,3516606,142666545
2019,3516606,150633667
2010,3516705,710995449
2011,3516705,750317884
2012,3516705,858995031
2013,3516705,905802789
2014,3516705,995306846
2015,3516705,1044304734
2016,3516705,1092278721
2017,3516705,1099605067
2018,3516705,1192205867
2019,3516705,1174561177
2010,3516804,38208773
2011,3516804,40700161
2012,3516804,46790969
2013,3516804,50772007
2014,3516804,48763386
2015,3516804,53582134
2016,3516804,60984942
2017,3516804,69398170
2018,3516804,76249418
2019,3516804,73434784
2010,3516853,63811666
2011,3516853,60665205
2012,3516853,87020605
2013,3516853,104120381
2014,3516853,113142589
2015,3516853,753536525
2016,3516853,979559583
2017,3516853,849201722
2018,3516853,885935067
2019,3516853,1079183801
2010,3516903,174774282
2011,3516903,219521616
2012,3516903,222242975
2013,3516903,267114633
2014,3516903,315984096
2015,3516903,474626586
2016,3516903,239878503
2017,3516903,260507186
2018,3516903,245056813
2019,3516903,234630141
2010,3517000,146806834
2011,3517000,142740231
2012,3517000,136270855
2013,3517000,167499127
2014,3517000,170051682
2015,3517000,158713227
2016,3517000,164061535
2017,3517000,195033248
2018,3517000,185012408
2019,3517000,183789066
2010,3517109,61909482
2011,3517109,64038969
2012,3517109,77791737
2013,3517109,85914732
2014,3517109,79115169
2015,3517109,81356505
2016,3517109,107767914
2017,3517109,96587775
2018,3517109,101192615
2019,3517109,107986982
2010,3517208,127362094
2011,3517208,116918995
2012,3517208,128146543
2013,3517208,152925264
2014,3517208,176943761
2015,3517208,171554481
2016,3517208,174065192
2017,3517208,190523625
2018,3517208,178310464
2019,3517208,166054047
2010,3517307,54641905
2011,3517307,55383959
2012,3517307,44989306
2013,3517307,60835088
2014,3517307,65394515
2015,3517307,69748504
2016,3517307,71431151
2017,3517307,74165408
2018,3517307,75593572
2019,3517307,160071777
2010,3517406,1034455237
2011,3517406,1109599679
2012,3517406,1202021126
2013,3517406,1491874089
2014,3517406,1654274388
2015,3517406,3265878871
2016,3517406,3343448044
2017,3517406,3272467308
2018,3517406,3197872405
2019,3517406,3410534948
2010,3517505,237521683
2011,3517505,272579071
2012,3517505,288442164
2013,3517505,325294949
2014,3517505,338829886
2015,3517505,463021763
2016,3517505,490240434
2017,3517505,556082774
2018,3517505,546730582
2019,3517505,622290423
2010,3517604,189593932
2011,3517604,207369976
2012,3517604,199846955
2013,3517604,332484820
2014,3517604,589546355
2015,3517604,640817987
2016,3517604,537340083
2017,3517604,316806093
2018,3517604,327941576
2019,3517604,332436875
2010,3517703,284371393
2011,3517703,319312384
2012,3517703,402649438
2013,3517703,406597396
2014,3517703,434719741
2015,3517703,416939029
2016,3517703,404278867
2017,3517703,430888168
2018,3517703,439854285
2019,3517703,489158551
2010,3517802,123956955
2011,3517802,176871237
2012,3517802,188435313
2013,3517802,179488584
2014,3517802,195201444
2015,3517802,204105019
2016,3517802,268559876
2017,3517802,230118284
2018,3517802,269270334
2019,3517802,264966748
2010,3517901,190313237
2011,3517901,209742796
2012,3517901,203889197
2013,3517901,224329243
2014,3517901,243892185
2015,3517901,249653942
2016,3517901,340812119
2017,3517901,387650261
2018,3517901,294014159
2019,3517901,323025425
2010,3518008,17899411
2011,3518008,19080740
2012,3518008,24565210
2013,3518008,25882801
2014,3518008,26186288
2015,3518008,28636230
2016,3518008,33086246
2017,3518008,34898276
2018,3518008,35088111
2019,3518008,34114076
2010,3518107,103418505
2011,3518107,101677268
2012,3518107,86140254
2013,3518107,113729427
2014,3518107,122801414
2015,3518107,124834246
2016,3518107,159519864
2017,3518107,171200511
2018,3518107,160517408
2019,3518107,150763232
2010,3518206,588123712
2011,3518206,639406788
2012,3518206,693231406
2013,3518206,704331346
2014,3518206,779870133
2015,3518206,1116086153
2016,3518206,930884720
2017,3518206,1106811326
2018,3518206,910045217
2019,3518206,977350922
2010,3518305,1111404914
2011,3518305,1247690019
2012,3518305,1195354684
2013,3518305,1488734927
2014,3518305,1556045699
2015,3518305,1361613358
2016,3518305,950993641
2017,3518305,1402695836
2018,3518305,1353574460
2019,3518305,1439632359
2010,3518404,2927684346
2011,3518404,3095557626
2012,3518404,3427505405
2013,3518404,4161441925
2014,3518404,4404214211
2015,3518404,4195833771
2016,3518404,4791679602
2017,3518404,5069866696
2018,3518404,5674702738
2019,3518404,6488615248
2010,3518503,145818912
2011,3518503,173823243
2012,3518503,168488982
2013,3518503,198455690
2014,3518503,196532778
2015,3518503,222018221
2016,3518503,224064309
2017,3518503,239290883
2018,3518503,209044107
2019,3518503,226191620
2010,3518602,618831315
2011,3518602,642548903
2012,3518602,653832238
2013,3518602,699851303
2014,3518602,780487592
2015,3518602,797454650
2016,3518602,1134657143
2017,3518602,865122131
2018,3518602,896312589
2019,3518602,878924033
2010,3518701,4443142099
2011,3518701,4993329796
2012,3518701,5671910821
2013,3518701,6768627081
2014,3518701,7630615657
2015,3518701,8005641178
2016,3518701,8050354264
2017,3518701,8408709871
2018,3518701,8082337938
2019,3518701,9106598576
2010,3518800,35671510219
2011,3518800,39082623900
2012,3518800,42426240826
2013,3518800,47846350374
2014,3518800,52556186382
2015,3518800,53209581543
2016,3518800,53095484506
2017,3518800,55632735012
2018,3518800,61323415567
2019,3518800,65165261621
2010,3518859,137771403
2011,3518859,121413125
2012,3518859,134741890
2013,3518859,210239012
2014,3518859,177517486
2015,3518859,167118486
2016,3518859,211863526
2017,3518859,218724208
2018,3518859,212044922
2019,3518859,234272291
2010,3518909,44346973
2011,3518909,51233943
2012,3518909,48275427
2013,3518909,51359599
2014,3518909,52961912
2015,3518909,55109732
2016,3518909,59761183
2017,3518909,64722895
2018,3518909,65529826
2019,3518909,70058603
2010,3519006,117474207
2011,3519006,141466595
2012,3519006,163594525
2013,3519006,180694720
2014,3519006,213465501
2015,3519006,228630501
2016,3519006,251623015
2017,3519006,349059831
2018,3519006,313561724
2019,3519006,278340302
2010,3519055,381992941
2011,3519055,439349555
2012,3519055,502398876
2013,3519055,561401735
2014,3519055,732600377
2015,3519055,789818963
2016,3519055,909247646
2017,3519055,938290996
2018,3519055,899143823
2019,3519055,1006520469
2010,3519071,8763445705
2011,3519071,9108278999
2012,3519071,8259608945
2013,3519071,9018436856
2014,3519071,10308904602
2015,3519071,11010484221
2016,3519071,11245733190
2017,3519071,12411319240
2018,3519071,13154947300
2019,3519071,14730641601
2010,3519105,199522299
2011,3519105,267655388
2012,3519105,289449855
2013,3519105,313772117
2014,3519105,444302417
2015,3519105,509824890
2016,3519105,447155104
2017,3519105,526416693
2018,3519105,427418201
2019,3519105,460973069
2010,3519204,91188763
2011,3519204,98900240
2012,3519204,108268448
2013,3519204,123416705
2014,3519204,138105738
2015,3519204,154326506
2016,3519204,161063443
2017,3519204,206112082
2018,3519204,181092394
2019,3519204,167645810
2010,3519253,77593195
2011,3519253,71571025
2012,3519253,65149011
2013,3519253,83633729
2014,3519253,110852570
2015,3519253,81591507
2016,3519253,129663951
2017,3519253,139208613
2018,3519253,149829568
2019,3519253,144447297
2010,3519303,434933925
2011,3519303,516085923
2012,3519303,481903258
2013,3519303,559072438
2014,3519303,636668411
2015,3519303,701849455
2016,3519303,773592570
2017,3519303,929032182
2018,3519303,760686843
2019,3519303,763048828
2010,3519402,116402715
2011,3519402,130378487
2012,3519402,156180243
2013,3519402,185238777
2014,3519402,206801566
2015,3519402,212054491
2016,3519402,226916611
2017,3519402,249562173
2018,3519402,251081942
2019,3519402,244950654
2010,3519501,133410845
2011,3519501,155762370
2012,3519501,126177239
2013,3519501,156174865
2014,3519501,175147219
2015,3519501,306365362
2016,3519501,164035697
2017,3519501,183260465
2018,3519501,169761841
2019,3519501,170343445
2010,3519600,861803949
2011,3519600,975236036
2012,3519600,1072960203
2013,3519600,1147202606
2014,3519600,1150260228
2015,3519600,1259737596
2016,3519600,1386536406
2017,3519600,1498941274
2018,3519600,1474394751
2019,3519600,1497194813
2010,3519709,785959016
2011,3519709,880025571
2012,3519709,1030388305
2013,3519709,1245072204
2014,3519709,1439463756
2015,3519709,1491949368
2016,3519709,1609143316
2017,3519709,1633246013
2018,3519709,1702008670
2019,3519709,1845191492
2010,3519808,116630889
2011,3519808,113743757
2012,3519808,127851035
2013,3519808,151763535
2014,3519808,164179084
2015,3519808,400413396
2016,3519808,427519590
2017,3519808,181695295
2018,3519808,172917265
2019,3519808,173765682
2010,3519907,103387574
2011,3519907,119340099
2012,3519907,145525837
2013,3519907,143427154
2014,3519907,166037345
2015,3519907,200933215
2016,3519907,243224633
2017,3519907,246502007
2018,3519907,242415999
2019,3519907,250827425
2010,3520004,182727636
2011,3520004,200986504
2012,3520004,210971791
2013,3520004,249460147
2014,3520004,250511462
2015,3520004,265585683
2016,3520004,285213220
2017,3520004,299163636
2018,3520004,303406853
2019,3520004,326750169
2010,3520103,506755790
2011,3520103,579025449
2012,3520103,658897339
2013,3520103,727727645
2014,3520103,1064565024
2015,3520103,1017073829
2016,3520103,1077508440
2017,3520103,1087990203
2018,3520103,1124126162
2019,3520103,1210194640
2010,3520202,98324079
2011,3520202,114772335
2012,3520202,121705936
2013,3520202,145517230
2014,3520202,163414455
2015,3520202,162565227
2016,3520202,190819356
2017,3520202,213463558
2018,3520202,180310298
2019,3520202,209302991
2010,3520301,269465756
2011,3520301,835028259
2012,3520301,1123169417
2013,3520301,1345168008
2014,3520301,1653997776
2015,3520301,1110531770
2016,3520301,622636044
2017,3520301,809931417
2018,3520301,1169950197
2019,3520301,1256136976
2010,3520400,372951927
2011,3520400,829567338
2012,3520400,1156934468
2013,3520400,3264083346
2014,3520400,6769249727
2015,3520400,7266197735
2016,3520400,2912546855
2017,3520400,6166978518
2018,3520400,14400915831
2019,3520400,14967867135
2010,3520426,87401941
2011,3520426,92753164
2012,3520426,1399076078
2013,3520426,2406320249
2014,3520426,3818407074
2015,3520426,1861022255
2016,3520426,551945762
2017,3520426,693558582
2018,3520426,1339944198
2019,3520426,1045474680
2010,3520442,325536640
2011,3520442,387160012
2012,3520442,440603247
2013,3520442,465133534
2014,3520442,502395396
2015,3520442,527008544
2016,3520442,583838415
2017,3520442,627306717
2018,3520442,616570606
2019,3520442,649512587
2010,3520509,7651291806
2011,3520509,8136871123
2012,3520509,9224057420
2013,3520509,10567800073
2014,3520509,11784748570
2015,3520509,11634861408
2016,3520509,12282381025
2017,3520509,14024835864
2018,3520509,15595707728
2019,3520509,16730487268
2010,3520608,39775833
2011,3520608,41524832
2012,3520608,43869399
2013,3520608,50929219
2014,3520608,56865488
2015,3520608,59362155
2016,3520608,59912677
2017,3520608,61714716
2018,3520608,60872072
2019,3520608,64988386
2010,3520707,48933039
2011,3520707,48505863
2012,3520707,57774195
2013,3520707,63245944
2014,3520707,63022649
2015,3520707,65325585
2016,3520707,77865827
2017,3520707,94263884
2018,3520707,94297429
2019,3520707,91297032
2010,3520806,77988456
2011,3520806,84808118
2012,3520806,97555523
2013,3520806,112606238
2014,3520806,117681896
2015,3520806,120280686
2016,3520806,102140809
2017,3520806,140367132
2018,3520806,138250656
2019,3520806,134511170
2010,3520905,230949187
2011,3520905,217788118
2012,3520905,265446044
2013,3520905,293651650
2014,3520905,312896098
2015,3520905,329987500
2016,3520905,342572101
2017,3520905,383774147
2018,3520905,308571568
2019,3520905,338517329
2010,3521002,331073561
2011,3521002,385472830
2012,3521002,363624552
2013,3521002,417023612
2014,3521002,440898638
2015,3521002,441638475
2016,3521002,512367972
2017,3521002,590073769
2018,3521002,647638847
2019,3521002,684149339
2010,3521101,200670429
2011,3521101,183409461
2012,3521101,202777298
2013,3521101,555356507
2014,3521101,588841146
2015,3521101,588471068
2016,3521101,671436221
2017,3521101,821465762
2018,3521101,427125227
2019,3521101,474779530
2010,3521150,51779924
2011,3521150,47737302
2012,3521150,50937990
2013,3521150,60617846
2014,3521150,66647619
2015,3521150,74074850
2016,3521150,96444146
2017,3521150,110044468
2018,3521150,105479244
2019,3521150,105587010
2010,3521200,23714544
2011,3521200,25699147
2012,3521200,28763270
2013,3521200,37240423
2014,3521200,41959591
2015,3521200,39373423
2016,3521200,47285837
2017,3521200,51778919
2018,3521200,51219871
2019,3521200,58005230
2010,3521309,208808709
2011,3521309,264173691
2012,3521309,273213629
2013,3521309,276358554
2014,3521309,290356014
2015,3521309,296800179
2016,3521309,351576101
2017,3521309,399546502
2018,3521309,335037258
2019,3521309,367929654
2010,3521408,381531305
2011,3521408,451851642
2012,3521408,489413532
2013,3521408,528246581
2014,3521408,922800195
2015,3521408,1750343310
2016,3521408,1418740803
2017,3521408,1862156098
2018,3521408,7046681110
2019,3521408,6940522695
2010,3521507,73949746
2011,3521507,80797237
2012,3521507,88320422
2013,3521507,97386041
2014,3521507,106877286
2015,3521507,102113297
2016,3521507,149445038
2017,3521507,147398611
2018,3521507,156607655
2019,3521507,160648261
2010,3521606,66006178
2011,3521606,72048000
2012,3521606,66967379
2013,3521606,70983083
2014,3521606,75291784
